id_sesion,rol,texto,emocion
S080,familia,"tal vez, estoy intentando con la tarea y ansiedad. y nervios 😮‍💨",ansiedad
S063,familia,Estoy intentando con la rutina y salida. y salida,esperanza
S088,docente,"la verdad, hoy la conducta estuvo pesado; desespero.",frustración
S037,familia,"siento que, a ratos estoy estresada; me frustra.",frustración
S027,familia,Con las emociones me siento serena y tristeza. y tristeza,tristeza
S061,familia,"la verdad, me cansa la escuela, pero sigo; calma.",calma
S144,familia,"tal vez, quisiera entender la tarea para estar mejor; ánimo.",esperanza
S134,familia,No se como manejar la tarea; enojo. y enojo,frustración
S012,familia,"no sé, quisiera entender la tarea para estar mejor; llorar. ",tristeza
S049,docente,"Me cansa la rutina, pero sigo; calma.",calma
S076,docente,Siento un nudo por la rutina; ánimo. y va a mejorar,esperanza
S060,familia,"la verdad, quisiera entender la tarea para estar mejor; va a mejorar. y esperanza",esperanza
S114,familia,"mmm, me cansa la evaluacion, pero sigo; va a mejorar.",esperanza
S038,familia,"Me cansa el descanso, pero sigo; en paz.",calma
S082,familia,"la verdad, hoy la comunicación estuvo pesado; me irrita.",frustración
S049,docente,"la verdad, quisiera entender el descanso para estar mejor; miedo. y me acelero",ansiedad
S002,familia,Quisiera entender las emociones para estar mejor; me emociona.,alegría
S110,docente,"mmm, me cansa los cambios, pero sigo; vacío.",tristeza
S138,familia,Quisiera entender la rutina para estar mejor; respiro.,calma
S160,familia,"la verdad, no sé cómo manejar la tarea; me preocupa. y me preocupa 😓",ansiedad
S076,familia,"la verdad, estoy intentando con la atención y ánimo.",esperanza
S008,familia,Siento un nudo por la conducta; me acelero.,ansiedad
S105,familia,"a veces, siento un nudo por la conducta; vacío. y vacío",frustración
S090,docente,Quisiera entender la atención para estar mejor; confianza.,esperanza
S010,docente,No sé cómo manejar la atención; tristeza.,tristeza
S135,familia,Hoy la evaluación estuvo pesado; confianza.,esperanza
S149,familia,A ratos estoy agotada; miedo.,ansiedad
S057,familia,"o sea, siento un nudo por la atención; me frustra.",frustración
S137,familia,"o sea, no se como manejar la evaluacion; animo. y confianza",esperanza
S085,familia,Hoy los cambios estuvo pesado; frustración.,frustración
S107,familia,Siento un nudo por la rutina; enoojo. ,frustración
S104,familia,"pues, siento un nudo por la tarea; tristeza.",tristeza
S147,familia,"siento que, hoy la atención estuvo pesado; confianza. y ánimo 🥲",esperanza
S057,familia,"a veces, me cansa las emociones, pero sigo; confianza. ",esperanza
S096,docente,Estoy intentando con las emociones y me acelero. ,ansiedad
S072,familia,"como q, con la atencion me siento confundida y respiro.",calma
S106,docente,"no se, a ratos estoy con esperanza; me emociona.",alegría
S010,familia,Con la evaluacion me siento desanimada y ansiedad.,ansiedad
S123,familia,Quisiera entender los cambios para estar mejor; feliz. y alegría,alegría
S005,familia,Siento un nudo por la atención; salida. y salida,esperanza
S140,familia,Quisiera entender las emociones para estar mejor; vacío.,tristeza
S127,familia,Siento q con los cambios voy lento; en paz.,esperanza
S074,docente,"pues, noo sé cómo manejar las emociones; nervios. y nervios",ansiedad
S109,docente,Con la comunicacion me siento tensa y tranquila. y respiro,calma
S091,docente,"a veces, con la escuela me siento estresada y en paz. ",calma
S063,familia,Hoy el descanso estuvo pesado; me emociona.,alegría
S048,familia,"a veces, con la rutina me siento inquieta y respiro.",esperanza
S012,familia,"o sea, hoy la rutina estuvo pesado; llorar. y me duele",tristeza
S084,familia,"tal vez, a ratos estoy estresada; calma.",calma
S048,familia,Siento un nudo por la conducta; contenta.,alegría
S152,familia,Siento que con la conducta voy lento; desespero. y me irrita,frustración
S058,docente,"tal vez, hoy la comunicación estuvo pesado; me frustra.",frustración
S150,familia,Estoy intentando con la escuela y nervios. 😓,ansiedad
S072,docente,A ratos estoy tranquila; tristeza. y tristeza,tristeza
S094,familia,Siento que con la escuela voy lento; me acelero.,ansiedad
S040,docente,"Me cansa la atencion, pero sigo; animo. y salida",esperanza
S025,docente,Siento que con la comunicacion voy lento; desespero.,frustración
S042,docente,Siento que con el descanso voy lento; va a mejorar. 😓,esperanza
S088,familia,"pues, a ratos estoy tensa; contenta. y contenta",alegría
S026,familia,"a veces, a ratos estoy con esperanza; llorar. y vacio",tristeza
S129,familia,Con la evaluacion me siento inquieta y me preocupa.,ansiedad
S109,familia,No se como manejar las emociones; desespero.,frustración
S118,docente,"mmm, siento un nudo por la rutina; calma.",esperanza
S123,docente,"como que, hoy la escuela estuvo pesado; me duele. y me pone triste",frustración
S145,docente,A ratos estoy estresada; respiro.,calma
S084,familia,Quisiera entender la rutina para estar mejor; ilusión. y feliz,alegría
S107,docente,Hoy la escuela estuvo pesado; me pone triste.,tristeza
S088,familia,"la verdad, con la conducta me siento contenta y frustracion.",frustración
S138,familia,"mmm, con la tarea me siento con esperanza y miedo. ",ansiedad
S103,familia,"pues, me cansa la conducta, pero sigo; frustración. y frustración 🙂",frustración
S004,familia,Siento que con los cambios voy lento; me frustra. y me irrita,frustración
S025,docente,"Me cansa la evaluación, pero sigo; esperanza.",esperanza
S143,docente,Con las emociones me siento confundida y enojo. y me irrita,frustración
S032,familia,Estoy intentando con los cambios y alegria.,alegría
S096,familia,Hoy los cambios estuvo pesado; me frustra. y me frustra,frustración
S152,familia,"tal vez, quisiera entender el descanso para estar mejor; me irrita. ",frustración
S096,familia,Con la rutina me siento desanimada y enoojo.,frustración
S089,familia,"tal vez, siento que con las emociones voy lento; vacío.",tristeza
S035,docente,"Me cansa los cambios, pero sigo; frustracion. y desespero 😓",frustración
S075,docente,A ratos estoy inquieta; respiro. y calma,calma
S150,docente,Siento que con la evaluación voy lento; confianza.,esperanza
S134,docente,Siento q con la rutina voy lento; esperanza.,esperanza
S079,familia,Siento un nudo por el descanso; me duele.,tristeza
S118,familia,Estoy intentando con el descanso y contenta.,alegría
S160,familia,"en fin, hoy la evaluación estuvo pesado; miedo. y miedo",ansiedad
S118,familia,Hoy la atencion estuvo pesado; desespero. y me irrita,frustración
S046,familia,"a veces, noo se como manejar las emociones; vacio.",tristeza
S074,familia,Siento q con las emociones voy lento; me irrita.,frustración
S093,docente,"en fin, siento un nudo por el descanso; llorar.",ansiedad
S102,familia,Con el descanso me siento con esperanza y esperanza. ,esperanza
S128,familia,"tal vez, siento un nudo por la rutina; me frustra. y me frustra",frustración
S072,familia,"mmm, siento un nudo por la escuela; me irrita.",frustración
S158,docente,Con las emociones me siento desanimada y me acelero. 😔,ansiedad
S144,familia,"tal vez, me cansa la tarea, pero sigo; animo.",esperanza
S093,familia,Siento un nudo por la atención; me irrita. ,frustración
S052,familia,Siento un nudo por la evaluación; confianza. y ánimo,esperanza
S054,docente,A ratos estoy estresada; me irrita. 🙂,frustración
S003,familia,"o sea, estoy intentando con la evaluación y me preocupa. y me acelero",ansiedad
S073,familia,Hoy los cambios estuvo pesado; vacío.,tristeza
S014,familia,"como que, siento un nudo por el descanso; me emociona. y ilusion",alegría
S079,familia,"siento que, siento que con los cambios voy lento; ansiedad. 😮‍💨",ansiedad
S032,docente,No sé cómo manejar las emociones; ánimo.,esperanza
S024,familia,Con la tarea me siento agotada y salida.,esperanza
S068,familia,"siento que, a ratos estoy con esperanza; nervios. ",ansiedad
S135,docente,"Me cansa la rutina, pero sigo; contenta. 🥲",alegría
S003,familia,Estoy intentando con la escuela y alegria.,alegría
S053,familia,"Me cansa los cambios, pero sigo; salida.",esperanza
S099,familia,"siento que, a ratos estoy agotada; enoojo. y me frustra 😓",frustración
S150,familia,"no sé, con la escuela me siento confundida y vacío.",tristeza
S024,familia,"en fin, noo sé cómo manejar la conducta; confianza.",esperanza
S050,familia,"Me cansa la evaluación, pero sigo; ansiedad. y nervios",ansiedad
S052,familia,"Me cansa la evaluacion, pero sigo; alegria. y alegria",alegría
S107,familia,"en fin, estoy intentando con la tarea y me preocupa.",ansiedad
S087,docente,Siento que con la evaluación voy lento; ansiedad.,ansiedad
S160,familia,Siento que con las emociones voy lento; miedo.,ansiedad
S117,familia,"siento que, siento un nudo por los cambios; ansiedad. y me acelero",ansiedad
S066,docente,"siento que, con las emociones me siento tranquila y ansiedad.",tristeza
S107,familia,"siento que, hoy los cambios estuvo pesado; frustración.",frustración
S018,familia,"Me cansa el descanso, pero sigo; me duele. 😓",tristeza
S002,docente,Con los cambios me siento tranquila y me frustra. y me frustra 😮‍💨,frustración
S122,familia,"como que, siento que con la rutina voy lento; salida. y va a mejorar ",esperanza
S080,familia,No sé cómo manejar las emociones; va a mejorar.,esperanza
S092,docente,"no sé, siento un nudo por la rutina; frustración. y desespero",frustración
S120,familia,Siento q con el descanso voy lento; me irrita. y frustración,frustración
S148,docente,"como que, siento que con la conducta voy lento; enojo.",frustración
S057,familia,Hoy el descanso estuvo pesado; alegria. y contenta,alegría
S039,docente,A ratos estoy confundida; salida. 😔,esperanza
S081,familia,Siento que con la comunicación voy lento; me preocupa. ,ansiedad
S101,familia,"la verdad, quisiera entender la atención para estar mejor; tristeza.",tristeza
S144,familia,No sé cómo manejar la evaluación; me duele.,tristeza
S112,docente,Quisiera entender la escuela para estar mejor; me frustra.,frustración
S095,familia,Siento un nudo por la comunicacion; enojo.,frustración
S024,familia,A ratos estoy desanimada; va a mejorar.,esperanza
S119,familia,Hoy la rutina estuvo pesado; me frustra. 🥲,frustración
S034,familia,Siento que con las emociones voy lento; ansiedad. ,ansiedad
S111,docente,Quisiera entender los cambios para estar mejor; tristeza.,tristeza
S040,docente,"mmm, no sé cómo manejar el descanso; serena. y serena",calma
S088,familia,Hoy la atención estuvo pesado; nervios. y me acelero,ansiedad
S083,docente,Siento un nudo por la evaluacion; respiro.,calma
S023,familia,"no se, estoy intentando con la atencion y animo. y animo",esperanza
S103,docente,A ratos estoy agotada; frustracion.,frustración
S107,familia,Quisiera entender los cambios para estar mejor; enoojo. y enojo,frustración
S106,familia,Estoy intentando con la comunicacion y esperanza.,esperanza
S020,familia,"tal vez, hoy las emociones estuvo pesado; calma. y respiro 😔",esperanza
S113,docente,"mmm, siento q con los cambios voy lento; tranquila.",calma
S136,familia,"Me cansa la comunicación, pero sigo; en paz.",calma
S031,familia,"siento que, noo se como manejar la conducta; me preocupa. 🙂",ansiedad
S031,familia,"no se, siento un nudo por la escuela; confianza. y confianza ",esperanza
S069,docente,Con la rutina me siento contenta y serena. y respiro,calma
S037,familia,"Me cansa la atención, pero sigo; llorar.",tristeza
S086,docente,Siento que con la evaluacion voy lento; esperanza.,esperanza
S156,familia,"a veces, quisiera entender la rutina para estar mejor; miedo. y miedo",ansiedad
S051,familia,"o sea, me cansa las emociones, pero sigo; miedo. y me preocupa",ansiedad
S004,familia,"la verdad, con las emociones me siento agotada y me duele.",tristeza
S080,familia,"pues, siento un nudo por el descanso; alegria. y alegria",alegría
S132,familia,"pues, a ratos estoy desanimada; animo.",esperanza
S019,familia,"a veces, estoy intentando con los cambios y nervios. y me acelero",ansiedad
S025,docente,"en fin, siento un nudo por la comunicación; llorar.",tristeza
S120,familia,"o sea, a ratos estoy tranquila; me frustra.",frustración
S029,familia,Quisiera entender el descanso para estar mejor; me preocupa. y me preocupa,ansiedad
S069,docente,"como que, a ratos estoy contenta; salida.",esperanza
S012,familia,"no sé, quisiera entender la evaluación para estar mejor; me irrita. y desespero",frustración
S109,familia,"en fin, me cansa la conducta, pero sigo; me irrita.",frustración
S019,familia,"pues, a ratos estoy estresada; enoojo.",frustración
S012,docente,"en fin, estoy intentando con la rutina y vacío. y llorar",tristeza
S052,familia,"siento q, hoy los cambios estuvo pesado; enojo.",frustración
S125,docente,"en fin, me cansa la tarea, pero sigo; miedo.",ansiedad
S016,docente,"noo sé, a ratos estoy tranquila; tristeza.",tristeza
S130,familia,Siento un nudo por la tarea; me preocupa. y me acelero,ansiedad
S014,familia,"como que, siento un nudo por la comunicación; ánimo.",esperanza
S146,familia,"Me cansa la escuela, pero sigo; me duele.",tristeza
S109,familia,"en fin, no se como manejar el descanso; salida. y confianza",esperanza
S040,docente,"mmm, siento que con la rutina voy lento; confianza.",esperanza
S126,familia,"o sea, estoy intentando con los cambios y tranquila. y calma",calma
S119,familia,No se como manejar la escuela; en paz. y calma 😔,calma
S069,docente,"a veces, estoy intentando con la tarea y me acelero. ",ansiedad
S033,familia,Hoy el descanso estuvo pesado; contenta. y feliz,alegría
S157,familia,Con la escuela me siento con esperanza y frustracion. y enojo,frustración
S057,familia,"pues, me cansa la comunicación, pero sigo; ansiedad.",ansiedad
S136,familia,"o sea, siento un nudo por las emociones; salida. y confianza",esperanza
S148,docente,Estoy intentando con la tarea y miedo. y me preocupa 🥲,ansiedad
S062,familia,"siento que, estoy intentando con la atencion y animo.",esperanza
S073,familia,"o sea, me cansa la conducta, pero sigo; calma.",calma
S108,familia,Siento un nudo por la conducta; contenta.,alegría
S028,familia,A ratos estoy serena; nervios.,ansiedad
S137,familia,"o sea, estoy intentando con la evaluación y ánimo. 😔",esperanza
S147,docente,"mmm, quisiera entender la rutina para estar mejor; serena.",calma
S138,familia,"o sea, siento que con la escuela voy lento; me duele.",tristeza
S058,familia,No sé cómo manejar la conducta; enojo.,frustración
S040,docente,"a veces, siento que con la escuela voy lento; ánimo. y confianza 🥲",esperanza
S097,familia,"Me cansa la atención, pero sigo; calma.",calma
S078,familia,Hoy la tarea estuvo pesado; esperanza. y ánimo ,esperanza
S050,docente,A ratos estoy estresada; miedo.,ansiedad
S160,familia,"siento que, quisiera entender las emociones para estar mejor; respiro. y calma",calma
S015,familia,"o sea, hoy la tarea estuvo pesado; enojo. y desespero",frustración
S088,docente,Quisiera entender las emociones para estar mejor; confianza.,esperanza
S104,familia,Quisiera entender la comunicacion para estar mejor; nervios.,ansiedad
S037,docente,"mmm, me cansa la conducta, pero sigo; enojo.",frustración
S058,docente,"a veces, noo sé cómo manejar la conducta; en paz.",calma
S063,familia,Hoy la escuela estuvo pesado; me irrita.,frustración
S148,docente,"en fin, quisiera entender los cambios para estar mejor; miedo. y ansiedad",ansiedad
S156,docente,"pues, a ratos estoy inquieta; confianza.",esperanza
S146,docente,Hoy la rutina estuvo pesado; me irrita.,frustración
S003,familia,No sé cómo manejar el descanso; esperanza.,esperanza
S154,familia,"o sea, me cansa la conducta, pero sigo; respiro. y respiro",calma
S004,familia,"la verdad, con el descanso me siento desanimada y me acelero. ",frustración
S114,docente,No sé cómo manejar el descanso; feliz. y feliz,alegría
S146,docente,"la verdad, a ratos estoy tranquila; en paz. y serena",calma
S082,familia,Con la tarea me siento con esperanza y miedo.,ansiedad
S050,familia,"a veces, a ratos estoy agotada; desespero.",frustración
S160,docente,"en fin, hoy las emociones estuvo pesado; alegría.",alegría
S143,familia,"Me cansa los cambios, pero sigo; salida. y confianza",esperanza
S043,docente,"en fin, estoy intentando con el descanso y me duele. ",tristeza
S038,docente,"la verdad, hoy el descanso estuvo pesado; feliz. y contenta",esperanza
S152,familia,Con la atención me siento tranquila y va a mejorar. ,esperanza
S087,familia,"siento q, me cansa la comunicación, pero sigo; confianza.",calma
S031,docente,"no sé, siento un nudo por el descanso; vacío.",tristeza
S105,familia,"o sea, siento que con la atencion voy lento; animo. y salida",esperanza
S145,familia,Siento q con la conducta voy lento; serena. y tranquila ,calma
S057,familia,"no se, no se como manejar la evaluacion; desespero. y enojo",frustración
S133,familia,"la verdad, me cansa la escuela, pero sigo; me pone triste. y me duele 😮‍💨",tristeza
S059,docente,"Me cansa la escuela, pero sigo; confianza. y ánimo ",esperanza
S148,familia,Hoy la rutina estuvo pesado; ansiedad.,ansiedad
S009,familia,"a veces, no se como manejar la comunicacion; ilusion. ",alegría
S078,familia,No sé cómo manejar los cambios; ansiedad. y miedo 😓,ansiedad
S072,familia,"pues, no se como manejar la escuela; ilusion. y ilusion",alegría
S104,familia,"noo sé, quisiera entender la atención para estar mejor; frustración. y enojo",tristeza
S074,familia,No sé cómo manejar las emociones; calma.,calma
S061,familia,Con la escuela me siento tensa y nervios.,ansiedad
S109,familia,No se como manejar las emociones; tranquila.,calma
S029,familia,Estoy intentando con la escuela y alegria. y alegria,alegría
S072,docente,Siento q con la comunicacion voy lento; miedo.,ansiedad
S094,familia,"Me cansa la escuela, pero sigo; me frustra.",ansiedad
S069,familia,Siento q con la conducta voy lento; calma.,calma
S130,familia,"como que, quisiera entender el descanso para estar mejor; desespero. ",frustración
S076,docente,No se como manejar la comunicacion; confianza.,esperanza
S008,familia,"tal vez, estoy intentando con las emociones y enoojo.",frustración
S042,familia,No sé cómo manejar la conducta; me duele.,tristeza
S084,familia,Siento un nudo por la escuela; esperanza.,esperanza
S051,familia,"tal vez, estoy intentando con los cambios y contenta.",alegría
S134,familia,"mmm, siento que con la conducta voy lento; tristeza.",tristeza
S014,familia,"pues, con la tarea me siento estresada y miedo. y me acelero",ansiedad
S119,docente,"tal vez, siento un nudo por la evaluación; llorar.",tristeza
S019,docente,"como que, siento que con la tarea voy lento; salida.",esperanza
S007,familia,Estoy intentando con la conducta y va a mejorar.,esperanza
S055,docente,Siento un nudo por la conducta; me duele. y vacio,tristeza
S133,familia,Siento un nudo por la conducta; miedo. y me preocupa,tristeza
S059,familia,Siento que con la comunicación voy lento; me duele. 😔,tristeza
S041,familia,Siento un nudo por las emociones; nervios. ,ansiedad
S134,familia,Siento que con la conducta voy lento; tranquila.,calma
S039,familia,"en fin, hoy la atención estuvo pesado; ánimo. y salida 😔",esperanza
S155,docente,"siento que, hoy la evaluacion estuvo pesado; nervios.",ansiedad
S040,familia,Hoy la escuela estuvo pesado; me acelero. 🙂,ansiedad
S020,familia,"a veces, no sé cómo manejar la comunicación; ánimo. ",esperanza
S026,docente,"en fin, no sé cómo manejar la escuela; me frustra.",frustración
S121,familia,"siento q, con el descanso me siento desanimada y me pone triste. y llorar",ansiedad
S093,familia,Quisiera entender la tarea para estar mejor; salida.,esperanza
S141,docente,"no se, me cansa la escuela, pero sigo; tristeza. 🥲",tristeza
S034,docente,Siento un nudo por los cambios; ansiedad. 🥲,ansiedad
S102,docente,"a veces, siento que con el descanso voy lento; vacío.",tristeza
S016,familia,"como que, me cansa la atención, pero sigo; desespero.",frustración
S097,familia,"siento que, siento un nudo por los cambios; me irrita. y desespero",frustración
S139,familia,Estoy intentando con la atención y ilusión.,alegría
S097,docente,Siento un nudo por la escuela; tranquila.,calma
S107,familia,"en fin, a ratos estoy serena; confianza. y salida",esperanza
S138,docente,Estoy intentando con los cambios y nervios.,ansiedad
S119,familia,"a veces, quisiera entender la tarea para estar mejor; me irrita. ",frustración
S051,docente,"como q, me cansa la atencion, pero sigo; en paz. 🥲",calma
S029,docente,Con el descanso me siento tranquila y respiro. y calma,calma
S135,familia,"mmm, con el descanso me siento contenta y va a mejorar.",esperanza
S009,familia,"en fin, no se como manejar los cambios; en paz. y calma",calma
S037,familia,Con la comunicacion me siento tensa y desespero.,frustración
S104,familia,"mmm, con la conducta me siento tranquila y ánimo. 🙂",esperanza
S096,familia,Estoy intentando con los cambios y frustracion. 🙂,frustración
S014,familia,"mmm, estoy intentando con la conducta y me duele. y vacío",tristeza
S044,docente,"pues, a ratos estoy inquieta; llorar.",tristeza
S127,familia,"como que, siento que con la atención voy lento; me duele.",tristeza
S006,familia,A ratos estoy con esperanza; llorar. 🙂,tristeza
S089,familia,Con la comunicacion me siento estresada y me duele. 🙂,tristeza
S089,docente,Quisiera entender la conducta para estar mejor; tranquila.,calma
S111,familia,A ratos estoy desanimada; respiro. y calma,calma
S068,familia,Con la escuela me siento serena y me irrita.,frustración
S033,familia,"mmm, hoy la escuela estuvo pesado; va a mejorar. y esperanza ",esperanza
S140,familia,A ratos estoy tranquila; me acelero.,ansiedad
S122,docente,No se como manejar la escuela; salida.,esperanza
S044,familia,"siento que, me cansa la conducta, pero sigo; calma. y respiro",calma
S133,docente,"o sea, me cansa los cambios, pero sigo; tranquila. y calma 🥲",calma
S045,familia,Con la evaluación me siento agotada y salida. y esperanza,esperanza
S155,familia,"mmm, con la atencion me siento desanimada y desespero. y enojo 😮‍💨",frustración
S039,familia,"siento que, siento un nudo por la escuela; enojo.",frustración
S139,familia,"Me cansa la conducta, pero sigo; tranquila. y calma",calma
S079,familia,Siento un nudo por los cambios; serena. y en paz ,calma
S018,familia,Con la comunicacion me siento tranquila y me irrita.,frustración
S039,familia,"tal vez, siento un nudo por la escuela; ansiedad.",ansiedad
S105,familia,"la verdad, siento que con la conducta voy lento; enojo.",frustración
S021,docente,"a veces, estoy intentando con el descanso y animo.",esperanza
S125,familia,No se como manejar los cambios; serena. 🥲,calma
S146,docente,Quisiera entender el descanso para estar mejor; me frustra.,frustración
S143,familia,"no sé, con el descanso me siento inquieta y me irrita.",frustración
S155,docente,"mmm, estoy intentando con la escuela y feliz.",alegría
S111,docente,"siento q, me cansa la rutina, pero sigo; ansiedad. 🥲",ansiedad
S134,docente,No sé cómo manejar la conducta; salida.,esperanza
S121,familia,"Me cansa la atención, pero sigo; desespero.",frustración
S159,familia,A ratos estoy desanimada; llorar. y vacio,tristeza
S023,docente,Siento un nudo por la rutina; ansiedad.,ansiedad
S014,docente,"mmm, siento un nudo por la evaluación; en paz.",calma
S037,docente,Siento un nudo por el descanso; me acelero.,ansiedad
S083,docente,"en fin, siento que con la conducta voy lento; me duele. y me duele",tristeza
S081,familia,"mmm, estoy intentando con la atencion y me irrita.",frustración
S027,familia,Hoy la comunicación estuvo pesado; ilusión. y contenta,alegría
S122,familia,Hoy los cambios estuvo pesado; me preocupa. y nervios,ansiedad
S120,docente,"o sea, con la escuela me siento serena y me irrita. 😓",frustración
S136,familia,Estoy intentando con el descanso y me preocupa. y miedo ,ansiedad
S137,familia,"como que, con la escuela me siento inquieta y me acelero. 🥲",ansiedad
S037,familia,"Me cansa el descanso, pero sigo; va a mejorar.",esperanza
S063,familia,"pues, siento un nudo por los cambios; me acelero. 🙂",ansiedad
S067,familia,"la verdad, a ratos estoy con esperanza; ansiedad. y ansiedad",ansiedad
S134,familia,Siento q con el descanso voy lento; miedo.,ansiedad
S105,docente,A ratos estoy serena; ánimo. y esperanza,esperanza
S014,docente,"tal vez, siento que con las emociones voy lento; feliz. y feliz 😓",alegría
S047,docente,No se como manejar la rutina; nervios. 😮‍💨,ansiedad
S008,familia,"no sé, no sé cómo manejar la atención; calma. y tranquila",calma
S019,familia,Quisiera entender la rutina para estar mejor; me pone triste.,tristeza
S014,docente,"la verdad, siento un nudo por la conducta; feliz.",alegría
S032,familia,"o sea, estoy intentando con la conducta y me preocupa.",ansiedad
S117,familia,Hoy la comunicacion estuvo pesado; desespero.,frustración
S001,docente,"a veces, a ratos estoy confundida; respiro. y respiro",calma
S085,docente,"Me cansa la atencion, pero sigo; salida. y animo",esperanza
S098,familia,"a veces, siento un nudo por los cambios; me duele. 🙂",tristeza
S057,familia,"a veces, a ratos estoy con esperanza; ánimo.",alegría
S096,familia,"en fin, no sé cómo manejar la rutina; calma. 😓",calma
S004,familia,"a veces, estoy intentando con el descanso y me acelero. y me preocupa",ansiedad
S025,docente,Hoy las emociones estuvo pesado; confianza.,esperanza
S150,familia,"mmm, con la rutina me siento serena y desespero.",frustración
S129,familia,Quisiera entender la evaluación para estar mejor; me emociona.,alegría
