id_sesion,texto,emocion,y_true,y_pred,prob_max,prob_ansiedad,prob_frustración,prob_tristeza,prob_calma,prob_esperanza,prob_alegría,label
S033,Hoy el descanso estuvo pesado; contenta. y feliz,alegría,alegría,alegría,0.857352,0.009398934,0.014682088,0.0201031,0.028818836,0.06964499,0.857352,5
S157,Con la escuela me siento con esperanza y frustracion. y enojo,frustración,frustración,frustración,0.9420037,0.017906962,0.9420037,0.0134345405,0.0077031655,0.009980976,0.008970627,1
S028,A ratos estoy serena; nervios.,ansiedad,ansiedad,ansiedad,0.92574745,0.92574745,0.017546147,0.024426695,0.011185628,0.012750253,0.008343793,0
S147,"mmm, quisiera entender la rutina para estar mejor; serena.",calma,calma,calma,0.93602693,0.006059233,0.008097622,0.009080567,0.93602693,0.029267406,0.011468243,3
S097,"Me cansa la atención, pero sigo; calma.",calma,calma,calma,0.9324402,0.007859279,0.008792783,0.008443489,0.9324402,0.032478273,0.009985909,3
S156,"pues, a ratos estoy inquieta; confianza.",esperanza,esperanza,esperanza,0.9502294,0.008993974,0.0063694073,0.0048707,0.01607428,0.9502294,0.013462199,4
S146,Hoy la rutina estuvo pesado; me irrita.,frustración,frustración,frustración,0.91725963,0.027373452,0.91725963,0.026376393,0.00980706,0.010942354,0.00824122,1
S003,No sé cómo manejar el descanso; esperanza.,esperanza,esperanza,esperanza,0.95900875,0.0054806652,0.0049147247,0.0050288127,0.014683786,0.95900875,0.0108831925,4
S004,"la verdad, con el descanso me siento desanimada y me acelero. ",frustración,frustración,ansiedad,0.93846023,0.93846023,0.011006243,0.026612429,0.009314323,0.008968058,0.0056387116,1
S146,"la verdad, a ratos estoy tranquila; en paz. y serena",calma,calma,calma,0.9464377,0.0061548976,0.00732623,0.008911314,0.9464377,0.020713614,0.010456222,3
S082,Con la tarea me siento con esperanza y miedo.,ansiedad,ansiedad,ansiedad,0.9187896,0.9187896,0.019083051,0.02949191,0.010610095,0.014890619,0.007134764,0
S038,"la verdad, hoy el descanso estuvo pesado; feliz. y contenta",esperanza,esperanza,alegría,0.8651551,0.009751483,0.014092331,0.022014799,0.028998928,0.05998733,0.8651551,4
S087,"siento q, me cansa la comunicación, pero sigo; confianza.",calma,calma,esperanza,0.94529516,0.006605419,0.005148151,0.0041886913,0.024137557,0.94529516,0.014624995,3
S074,No sé cómo manejar las emociones; calma.,calma,calma,calma,0.9386011,0.007326026,0.008553243,0.008164336,0.9386011,0.026412044,0.0109432535,3
S014,"pues, con la tarea me siento estresada y miedo. y me acelero",ansiedad,ansiedad,ansiedad,0.9416199,0.9416199,0.008907509,0.024414461,0.00902557,0.009640269,0.0063924068,0
S119,"tal vez, siento un nudo por la evaluación; llorar.",tristeza,tristeza,tristeza,0.8838297,0.05053843,0.023461748,0.8838297,0.015950613,0.0068022693,0.019417139,2
S019,"como que, siento que con la tarea voy lento; salida.",esperanza,esperanza,esperanza,0.95435125,0.006258728,0.006686773,0.005826564,0.018708767,0.95435125,0.008167959,4
S007,Estoy intentando con la conducta y va a mejorar.,esperanza,esperanza,esperanza,0.9587651,0.0058455262,0.00463323,0.0059249518,0.0143751,0.9587651,0.01045604,4
S041,Siento un nudo por las emociones; nervios. ,ansiedad,ansiedad,ansiedad,0.9231929,0.9231929,0.024349112,0.019956563,0.009397736,0.013192794,0.009910744,0
S121,"siento q, con el descanso me siento desanimada y me pone triste. y llorar",ansiedad,ansiedad,tristeza,0.9224684,0.021175902,0.0154567575,0.9224684,0.0145300655,0.006605687,0.019763099,0
S097,"siento que, siento un nudo por los cambios; me irrita. y desespero",frustración,frustración,frustración,0.9337958,0.022283616,0.9337958,0.018886868,0.008872544,0.0094113005,0.0067499494,1
S139,Estoy intentando con la atención y ilusión.,alegría,alegría,alegría,0.644495,0.020091483,0.014362905,0.026836764,0.039723966,0.25448987,0.644495,5
S097,Siento un nudo por la escuela; tranquila.,calma,calma,calma,0.9414417,0.005835251,0.0065992,0.0094319945,0.9414417,0.02264289,0.014049035,3
S119,"a veces, quisiera entender la tarea para estar mejor; me irrita. ",frustración,frustración,frustración,0.928686,0.023902966,0.928686,0.020629741,0.009106033,0.0097259525,0.007949269,1
S135,"mmm, con el descanso me siento contenta y va a mejorar.",esperanza,esperanza,esperanza,0.9489368,0.0050212825,0.0045428383,0.0055655055,0.01772327,0.9489368,0.018210325,4
S014,"mmm, estoy intentando con la conducta y me duele. y vacío",tristeza,tristeza,tristeza,0.8966401,0.034236047,0.024376782,0.8966401,0.01842013,0.008034594,0.018292457,2
S006,A ratos estoy con esperanza; llorar. 🙂,tristeza,tristeza,tristeza,0.90882456,0.031850245,0.012963012,0.90882456,0.017351493,0.008207735,0.020802973,2
S068,Con la escuela me siento serena y me irrita.,frustración,frustración,frustración,0.9070757,0.033972483,0.9070757,0.027706753,0.011421453,0.011111126,0.008712628,1
S033,"mmm, hoy la escuela estuvo pesado; va a mejorar. y esperanza ",esperanza,esperanza,esperanza,0.9599956,0.0055413917,0.0041241827,0.005060643,0.014215195,0.9599956,0.011062989,4
S045,Con la evaluación me siento agotada y salida. y esperanza,esperanza,esperanza,esperanza,0.96017605,0.0061436146,0.0049677975,0.0047425935,0.0129256155,0.96017605,0.011044362,4
S139,"Me cansa la conducta, pero sigo; tranquila. y calma",calma,calma,calma,0.9459647,0.0065559866,0.006997406,0.007893869,0.9459647,0.022292493,0.010295526,3
S079,Siento un nudo por los cambios; serena. y en paz ,calma,calma,calma,0.9409666,0.005800538,0.0072981706,0.011052615,0.9409666,0.02308326,0.011798764,3
S146,Quisiera entender el descanso para estar mejor; me frustra.,frustración,frustración,frustración,0.9382079,0.020925285,0.9382079,0.017400315,0.0078044864,0.008212826,0.0074490677,1
S121,"Me cansa la atención, pero sigo; desespero.",frustración,frustración,frustración,0.93514574,0.021058032,0.93514574,0.018843757,0.008499253,0.00887313,0.0075801187,1
S159,A ratos estoy desanimada; llorar. y vacio,tristeza,tristeza,tristeza,0.8975569,0.022362612,0.016783008,0.8975569,0.030537209,0.00826351,0.02449683,2
S014,"mmm, siento un nudo por la evaluación; en paz.",calma,calma,calma,0.92132735,0.0059676846,0.00876656,0.011459392,0.92132735,0.03931529,0.013163721,3
S083,"en fin, siento que con la conducta voy lento; me duele. y me duele",tristeza,tristeza,tristeza,0.85586286,0.06539293,0.030582894,0.85586286,0.016629724,0.009424732,0.022106834,2
S120,"o sea, con la escuela me siento serena y me irrita. 😓",frustración,frustración,frustración,0.90289736,0.0364677,0.90289736,0.028267784,0.011672793,0.011940587,0.008753851,1
S014,"tal vez, siento que con las emociones voy lento; feliz. y feliz 😓",alegría,alegría,alegría,0.83316696,0.011389431,0.012358348,0.028126424,0.03709079,0.07786813,0.83316696,5
S019,Quisiera entender la rutina para estar mejor; me pone triste.,tristeza,tristeza,tristeza,0.92021126,0.018312039,0.016919177,0.92021126,0.012575787,0.0058711846,0.026110746,2
S014,"la verdad, siento un nudo por la conducta; feliz.",alegría,alegría,alegría,0.82705086,0.009717528,0.011767756,0.025202308,0.040704727,0.085556835,0.82705086,5
S098,"a veces, siento un nudo por los cambios; me duele. 🙂",tristeza,tristeza,tristeza,0.87249607,0.055882413,0.032604985,0.87249607,0.010699198,0.009026313,0.019291041,2
S004,"a veces, estoy intentando con el descanso y me acelero. y me preocupa",ansiedad,ansiedad,ansiedad,0.9422148,0.9422148,0.009604622,0.022950789,0.009026466,0.009863756,0.0063394755,0
S150,"mmm, con la rutina me siento serena y desespero.",frustración,frustración,frustración,0.922809,0.029322542,0.922809,0.01980661,0.009691511,0.011479895,0.006890321,1
S082,"como que, estoy intentando con la comunicacion y desespero. ",frustración,frustración,frustración,0.93531364,0.022888958,0.93531364,0.018320978,0.007805906,0.008698092,0.0069724466,1
S028,"tal vez, con el descanso me siento serena y serena.",calma,calma,calma,0.93444103,0.005399101,0.008371742,0.01021955,0.93444103,0.028559387,0.013009152,3
S139,Siento un nudo por la rutina; salida.,esperanza,esperanza,esperanza,0.95604867,0.006327845,0.0068963985,0.0047396403,0.015614428,0.95604867,0.010373085,4
S087,Siento un nudo por la escuela; confianza.,esperanza,esperanza,esperanza,0.9450561,0.008997296,0.0062420056,0.0044599925,0.016634515,0.9450561,0.01861009,4
S083,"la verdad, siento un nudo por la rutina; me preocupa.",ansiedad,ansiedad,ansiedad,0.9315565,0.9315565,0.013682029,0.02521254,0.010305379,0.012290819,0.0069527254,0
S156,"siento que, me cansa la rutina, pero sigo; en paz. y serena 😓",calma,calma,calma,0.9466505,0.0058384715,0.007139786,0.009222761,0.9466505,0.02048738,0.010661097,3
S150,"tal vez, siento que con el descanso voy lento; me emociona. y me emociona",alegría,alegría,alegría,0.78475356,0.022588978,0.04354044,0.043633416,0.022883883,0.08259975,0.78475356,5
S147,"como que, quisiera entender la conducta para estar mejor; respiro. 🥲",calma,calma,calma,0.91937226,0.009713659,0.0087283105,0.009589014,0.91937226,0.042400245,0.010196549,3
S011,Estoy intentando con las emociones y desespero.,frustración,frustración,frustración,0.9297235,0.027626662,0.9297235,0.019031635,0.007699446,0.008363438,0.0075552044,1
S146,No se como manejar la rutina; nervios.,ansiedad,ansiedad,ansiedad,0.9257435,0.9257435,0.020250715,0.02098918,0.010531742,0.013776829,0.008708086,0
S028,"mmm, hoy la escuela estuvo pesado; feliz.",alegría,alegría,alegría,0.81755745,0.012932436,0.01604352,0.023618193,0.03333397,0.09651438,0.81755745,5
S079,Siento que con la escuela voy lento; miedo. y me acelero,ansiedad,ansiedad,ansiedad,0.93825847,0.93825847,0.0091473535,0.025190368,0.009596818,0.010840837,0.006966184,0
S103,"tal vez, me cansa el descanso, pero sigo; respiro.",calma,calma,calma,0.90544224,0.008194694,0.009348431,0.008586664,0.90544224,0.05878801,0.0096399635,3
S159,Hoy los cambios estuvo pesado; me irrita.,frustración,frustración,frustración,0.9165115,0.027814172,0.9165115,0.026323,0.010450412,0.010714241,0.008186664,1
S006,"siento que, no sé cómo manejar la evaluación; tristeza.",tristeza,tristeza,tristeza,0.900024,0.02715447,0.020643938,0.900024,0.013217755,0.0071904915,0.03176934,2
S003,"noo sé, a ratos estoy con esperanza; me emociona.",alegría,alegría,alegría,0.7534674,0.015433152,0.037859738,0.033480644,0.022735951,0.13702312,0.7534674,5
S156,Siento un nudo por la evaluación; contenta. y me emociona,alegría,alegría,alegría,0.8303046,0.018493721,0.027306318,0.028757473,0.024134953,0.07100294,0.8303046,5
S120,Siento un nudo por los cambios; serena.,calma,calma,calma,0.94000393,0.006759861,0.0077186828,0.010681851,0.94000393,0.023151858,0.011683764,3
S014,"a veces, no se como manejar la conducta; alegria.",alegría,alegría,alegría,0.8593153,0.012681786,0.020109331,0.04134683,0.018318532,0.0482283,0.8593153,5
S038,Siento un nudo por la comunicacion; me acelero.,ansiedad,ansiedad,ansiedad,0.9366662,0.9366662,0.010991259,0.025284193,0.009916799,0.009428145,0.007713348,0
S087,"como que, con la conducta me siento con esperanza y vacio.",tristeza,tristeza,tristeza,0.79899716,0.04170797,0.056908794,0.79899716,0.04945481,0.023322731,0.02960849,2
S083,"como que, hoy las emociones estuvo pesado; llorar.",tristeza,tristeza,tristeza,0.90721744,0.032021917,0.024803113,0.90721744,0.012950485,0.0058418466,0.01716516,2
S157,Quisiera entender los cambios para estar mejor; me preocupa.,ansiedad,ansiedad,ansiedad,0.9183815,0.9183815,0.01774977,0.033973962,0.010056116,0.011704367,0.008134267,0
S041,A ratos estoy tranquila; miedo. y me acelero,ansiedad,ansiedad,ansiedad,0.93746215,0.93746215,0.008649139,0.025358777,0.010457904,0.010315527,0.0077564106,0
S118,A ratos estoy tranquila; contenta. y alegria,alegría,alegría,alegría,0.87096393,0.01090438,0.015289931,0.03500581,0.018479053,0.049356923,0.87096393,5
S082,"siento que, no se como manejar la evaluacion; serena.",calma,calma,calma,0.9331298,0.006992579,0.00853893,0.0101376865,0.9331298,0.028442053,0.012759018,3
S098,"mmm, estoy intentando con las emociones y enojo.",frustración,frustración,frustración,0.9365987,0.019928632,0.9365987,0.016860785,0.008458564,0.009374548,0.008778687,1
S019,"en fin, no sé cómo manejar la comunicación; va a mejorar. ",esperanza,esperanza,esperanza,0.9520845,0.007018356,0.0054734335,0.0063780146,0.016442161,0.9520845,0.012603486,4
S151,A ratos estoy con esperanza; feliz. 😓,alegría,alegría,alegría,0.8520452,0.010702584,0.012440276,0.026177369,0.028250013,0.070384525,0.8520452,5
S074,"la verdad, me cansa la conducta, pero sigo; frustración. y me irrita",frustración,frustración,frustración,0.93996006,0.019594891,0.93996006,0.015617035,0.008074697,0.009030266,0.007723057,1
S049,"a veces, no sé cómo manejar el descanso; salida.",esperanza,esperanza,esperanza,0.95810056,0.0052114674,0.005307012,0.0045174966,0.0189424,0.95810056,0.0079211425,4
S079,A ratos estoy inquieta; alegría. 🙂,alegría,alegría,alegría,0.84277624,0.01609045,0.014463394,0.05192732,0.022292849,0.052449774,0.84277624,5
S147,A ratos estoy tensa; tranquila. y serena,calma,calma,calma,0.94724625,0.0064422106,0.007376851,0.008782173,0.94724625,0.01961361,0.010538863,3
S014,"en fin, estoy intentando con las emociones y tristeza. y me duele",tristeza,tristeza,tristeza,0.9158547,0.03021118,0.016631896,0.9158547,0.011686665,0.0064358027,0.019179689,2
S157,"como que, estoy intentando con la atención y ánimo.",calma,calma,esperanza,0.9557609,0.005933084,0.004165081,0.003856279,0.014452769,0.9557609,0.015831942,3
S120,"pues, a ratos estoy con esperanza; miedo.",ansiedad,ansiedad,ansiedad,0.93614906,0.93614906,0.01511608,0.023016885,0.008178034,0.010642934,0.006896985,0
S087,"Me cansa la evaluación, pero sigo; me emociona. y me emociona",alegría,alegría,alegría,0.8081173,0.019094687,0.039129246,0.04163588,0.024207165,0.06781572,0.8081173,5
S120,"a veces, hoy la escuela estuvo pesado; tristeza. y vacío 😓",tristeza,tristeza,tristeza,0.8971262,0.027380066,0.028289022,0.8971262,0.018120337,0.0063796206,0.0227047,2
S079,A ratos estoy con esperanza; salida. y esperanza,esperanza,esperanza,esperanza,0.9590716,0.005812413,0.004447054,0.004593065,0.015105576,0.9590716,0.0109703615,4
S097,"Me cansa la evaluacion, pero sigo; llorar. y vacio 🙂",tristeza,tristeza,tristeza,0.89001316,0.026086655,0.019747337,0.89001316,0.03120346,0.008547394,0.024402075,2
S119,"a veces, siento un nudo por la escuela; me emociona. y alegria 🙂",alegría,alegría,alegría,0.84165317,0.0150153525,0.023976168,0.04315737,0.017470533,0.05872742,0.84165317,5
S080,"en fin, me cansa el descanso, pero sigo; llorar. y llorar 😔",tristeza,tristeza,tristeza,0.88719726,0.042182796,0.021440217,0.88719726,0.020778846,0.0067511373,0.021649696,2
S082,Estoy intentando con la comunicación y nervios.,ansiedad,ansiedad,ansiedad,0.92994,0.92994,0.016246065,0.024032358,0.0099660335,0.0107580265,0.009057491,0
S135,"tal vez, hoy la rutina estuvo pesado; me pone triste.",tristeza,tristeza,tristeza,0.9153466,0.018257461,0.024626317,0.9153466,0.012091179,0.005893405,0.02378505,2
S080,Quisiera entender la escuela para estar mejor; nervios.,ansiedad,ansiedad,ansiedad,0.9208979,0.9208979,0.017742222,0.02933529,0.011203804,0.010963991,0.009856776,0
S041,"a veces, estoy intentando con la tarea y va a mejorar.",esperanza,esperanza,esperanza,0.9551853,0.004480622,0.005091424,0.005868909,0.015859503,0.9551853,0.013514269,4
S121,Hoy el descanso estuvo pesado; me pone triste. 🥲,tristeza,tristeza,tristeza,0.9184337,0.017722156,0.015860366,0.9184337,0.015763847,0.006468644,0.025751233,2
S120,"no sé, quisiera entender el descanso para estar mejor; me frustra.",frustración,frustración,frustración,0.936291,0.023344317,0.936291,0.017092135,0.007821719,0.008367527,0.0070833685,1
S119,"como que, quisiera entender el descanso para estar mejor; enojo. 😮‍💨",frustración,frustración,frustración,0.9407606,0.016904686,0.9407606,0.016607588,0.0076678796,0.009546732,0.00851253,1
S074,"Me cansa la tarea, pero sigo; me irrita.",frustración,frustración,frustración,0.9232172,0.026847972,0.9232172,0.020486997,0.01058525,0.010388401,0.008474083,1
S118,"tal vez, hoy los cambios estuvo pesado; esperanza.",esperanza,esperanza,esperanza,0.9595066,0.006519444,0.005515384,0.005567133,0.011271257,0.9595066,0.0116201425,4
S121,Quisiera entender la comunicación para estar mejor; va a mejorar. y ánimo,calma,calma,esperanza,0.9586273,0.005441211,0.0036032114,0.0048664906,0.0150012085,0.9586273,0.012460569,3
S045,"mmm, siento un nudo por la atención; me duele.",tristeza,tristeza,tristeza,0.81788063,0.095408194,0.045910027,0.81788063,0.012322698,0.009944738,0.01853375,2
S011,"no sé, siento un nudo por la evaluación; me frustra. y enojo",frustración,frustración,frustración,0.9462608,0.0144971805,0.9462608,0.014259776,0.008090687,0.009493965,0.0073975576,1
S103,A ratos estoy estresada; respiro. y en paz,calma,calma,calma,0.93622327,0.0068864343,0.007871416,0.00897269,0.93622327,0.029504457,0.010541782,3
S118,"en fin, siento un nudo por los cambios; miedo. y me acelero",tristeza,tristeza,ansiedad,0.9393365,0.9393365,0.009425579,0.02490337,0.008906674,0.010568054,0.0068598553,2
S156,Quisiera entender las emociones para estar mejor; miedo.,ansiedad,ansiedad,ansiedad,0.9325806,0.9325806,0.019822601,0.02168232,0.007855086,0.010819671,0.007239726,0
S024,"siento que, no sé cómo manejar la evaluación; tristeza.",tristeza,tristeza,tristeza,0.900024,0.02715446,0.020643938,0.900024,0.013217755,0.0071904883,0.031769335,2
S157,"mmm, siento un nudo por las emociones; esperanza.",esperanza,esperanza,esperanza,0.95807207,0.0066643814,0.005640821,0.0048736325,0.013033842,0.95807207,0.011715187,4
S097,Estoy intentando con la evaluación y ánimo.,esperanza,esperanza,esperanza,0.95063114,0.0056035565,0.003959167,0.004676139,0.0138877425,0.95063114,0.021242298,4
S156,"tal vez, quisiera entender la comunicacion para estar mejor; me preocupa.",ansiedad,ansiedad,ansiedad,0.90625286,0.90625286,0.016867433,0.041264143,0.012356408,0.014344396,0.008914869,0
S007,"a veces, hoy el descanso estuvo pesado; va a mejorar.",esperanza,esperanza,esperanza,0.9554294,0.005423429,0.005083859,0.006910802,0.017654656,0.9554294,0.0094978735,4
S006,"mmm, quisiera entender la comunicacion para estar mejor; enojo.",frustración,frustración,frustración,0.9377248,0.01946909,0.9377248,0.016760845,0.008016777,0.009433798,0.008594524,1
S049,"no sé, estoy intentando con la tarea y frustración. y frustración",frustración,frustración,frustración,0.89728516,0.05503286,0.89728516,0.01836712,0.009086741,0.010027592,0.010200517,1
S139,Estoy intentando con la atención y confianza.,esperanza,esperanza,esperanza,0.94722074,0.007953666,0.005276196,0.003986482,0.021782784,0.94722074,0.013780127,4
S003,"siento q, hoy la rutina estuvo pesado; calma.",calma,calma,calma,0.9333617,0.00820699,0.009686604,0.0077830893,0.9333617,0.030814068,0.010147472,3
S080,"a veces, a ratos estoy tranquila; vacio. y me pone triste",frustración,frustración,tristeza,0.9174754,0.020535927,0.020639326,0.9174754,0.017323866,0.0057637207,0.018261708,1
S120,"Me cansa la atencion, pero sigo; va a mejorar. y confianza",calma,calma,esperanza,0.9532307,0.0077775265,0.004552082,0.0046817493,0.018264767,0.9532307,0.011493271,3
S120,"mmm, no sé cómo manejar la conducta; va a mejorar. y salida",esperanza,esperanza,esperanza,0.9597699,0.007324283,0.0051171426,0.005804983,0.013181836,0.9597699,0.008801856,4
S087,Siento que con la conducta voy lento; me pone triste. 😓,tristeza,tristeza,tristeza,0.9196115,0.017361201,0.015681565,0.9196115,0.015092496,0.0064723543,0.025780953,2
S097,A ratos estoy serena; calma. 🥲,calma,calma,calma,0.9369315,0.007522137,0.0070012365,0.007977128,0.9369315,0.029085375,0.011482704,3
S150,Hoy las emociones estuvo pesado; animo.,esperanza,esperanza,esperanza,0.95238173,0.006149249,0.007040625,0.00456973,0.015670704,0.95238173,0.01418791,4
S135,"pues, con el descanso me siento desanimada y me duele. y me duele",tristeza,tristeza,tristeza,0.8334148,0.07102205,0.051563457,0.8334148,0.016476577,0.008408249,0.019114858,2
S113,Siento un nudo por el descanso; me acelero.,ansiedad,ansiedad,ansiedad,0.93692905,0.93692905,0.010959552,0.026751217,0.009028637,0.009103989,0.007227457,0
S083,Estoy intentando con la rutina y frustración. y frustración,frustración,frustración,frustración,0.8861065,0.06388902,0.8861065,0.01931226,0.008973103,0.010547481,0.011171532,1
S075,"como q, siento un nudo por la atencion; serena. y en paz 🥲",calma,calma,calma,0.93881893,0.006117298,0.006927829,0.009553813,0.93881893,0.026432784,0.0121493805,3
S119,"a veces, estoy intentando con los cambios y me pone triste.",tristeza,tristeza,tristeza,0.91066796,0.021882381,0.024586832,0.91066796,0.012805383,0.0060025267,0.024054855,2
S079,"tal vez, me cansa la conducta, pero sigo; me preocupa.",ansiedad,ansiedad,ansiedad,0.9295603,0.9295603,0.017161248,0.025259208,0.010575224,0.0108790565,0.006564845,0
S097,"o sea, me cansa los cambios, pero sigo; calma. y respiro 🥲",calma,calma,calma,0.9258604,0.008128153,0.007256828,0.007702134,0.9258604,0.041641492,0.009410986,3
S150,Siento un nudo por la evaluacion; miedo.,ansiedad,ansiedad,ansiedad,0.93822366,0.93822366,0.015463758,0.021290828,0.0067062494,0.010055524,0.008259935,0
